Rfrg_Prvdr_Geo_Lvl,Rfrg_Prvdr_Geo_Cd,Rfrg_Prvdr_Geo_Desc,BETOS_Lvl,BETOS_Cd,BETOS_Desc,HCPCS_Cd,HCPCS_Desc,Suplr_Rentl_Ind,Tot_Rfrg_Prvdrs,Tot_Suplrs,Tot_Suplr_Benes,Tot_Suplr_Clms,Tot_Suplr_Srvcs,Avg_Suplr_Sbmtd_Chrg,Avg_Suplr_Mdcr_Alowd_Amt,Avg_Suplr_Mdcr_Pymt_Amt,Avg_Suplr_Mdcr_Stdzd_Amt
State,06,California,Durable Medical Equipment,D1E,Other DME,A4605,"Tracheal suction catheter, closed system, each",N,316,50,356,1979,37182,57.20563499,19.07810554,15.16311683,14.87228256
State,06,California,Durable Medical Equipment,D1E,Other DME,A4618,Breathing circuits,N,20,8,20,42,150,37.86166667,10.34726667,8.168,8.016
State,06,California,Durable Medical Equipment,D1E,Other DME,A4624,"Tracheal suction catheter, any type other than closed system, each",N,773,141,893,4076,298963,6.393401157,3.038790921,2.389186254,2.364353014
State,06,California,Durable Medical Equipment,D1E,Other DME,A4628,"Oropharyngeal suction catheter, each",N,1638,188,2084,6222,30521,6.297317257,4.217290063,3.299223813,3.344556207
State,06,California,Durable Medical Equipment,D1E,Other DME,A4636,"Replacement, handgrip, cane, crutch, or walker, each",N,81,13,108,109,198,4.850707071,3.430151515,2.580808081,2.531969697
State,06,California,Durable Medical Equipment,D1E,Other DME,A4637,"Replacement, tip, cane, crutch, walker, each.",N,82,12,111,113,253,3.162252964,1.859407115,1.414901186,1.387075099
State,06,California,Durable Medical Equipment,D1E,Other DME,A6550,"Wound care set, for negative pressure wound therapy electrical pump, includes all supplies and accessories",N,1901,107,3211,5590,64548,80.87230046,26.12042836,20.81417379,20.04371723
State,06,California,Durable Medical Equipment,D1E,Other DME,A7000,"Canister, disposable, used with suction pump, each",N,3459,265,5280,12451,63763,41.8737986,8.57156125,6.767306902,6.655856531
State,06,California,Durable Medical Equipment,D1E,Other DME,A7001,"Canister, non-disposable, used with suction pump, each",N,150,23,169,228,256,44.33417969,36.93949219,29.21621094,29.88554688
State,06,California,Durable Medical Equipment,D1E,Other DME,A7002,"Tubing, used with suction pump, each",N,1681,200,2155,7300,27715,6.117576403,4.431146311,3.474432257,3.42574346
State,06,California,Durable Medical Equipment,D1E,Other DME,A7003,"Administration set, with small volume nonfiltered pneumatic nebulizer, disposable",N,4516,310,11935,27269,51348,7.663719132,1.787965451,1.311242113,1.395639558
State,06,California,Durable Medical Equipment,D1E,Other DME,A7004,"Small volume nonfiltered pneumatic nebulizer, disposable",N,672,21,889,2839,5931,3.140843028,1.439551509,1.080131512,1.053464846
State,06,California,Durable Medical Equipment,D1E,Other DME,A7005,"Administration set, with small volume nonfiltered pneumatic nebulizer, non-disposable",N,4572,316,10661,12410,12412,69.97510554,14.73041492,10.88046648,12.55858927
State,06,California,Durable Medical Equipment,D1E,Other DME,A7006,"Administration set, with small volume filtered pneumatic nebulizer",N,1,1,,12,12,38.91083333,7.723333333,6.175,6.23
State,06,California,Durable Medical Equipment,D1E,Other DME,A7007,"Large volume nebulizer, disposable, unfilled, used with aerosol compressor",N,404,71,415,1613,3203,7.355010927,3.053431158,2.404317827,2.801239463
State,06,California,Durable Medical Equipment,D1E,Other DME,A7010,"Corrugated tubing, disposable, used with large volume nebulizer, 100 feet",N,366,68,395,713,715,37.31144056,16.02851748,12.55174825,13.62952448
State,06,California,Durable Medical Equipment,D1E,Other DME,A7012,"Water collection device, used with large volume nebulizer",N,340,56,360,1234,2798,5.593295211,2.970507505,2.333516798,2.428706219
State,06,California,Durable Medical Equipment,D1E,Other DME,A7013,"Filter, disposable, used with aerosol compressor or ultrasonic generator",N,2152,148,3669,4403,6228,6.865976236,0.603859987,0.449491008,0.470995504
State,06,California,Durable Medical Equipment,D1E,Other DME,A7014,"Filter, nondisposable, used with aerosol compressor or ultrasonic generator",N,239,15,272,287,287,11.76860627,3.497630662,2.546620209,2.672508711
State,06,California,Durable Medical Equipment,D1E,Other DME,A7015,"Aerosol mask, used with dme nebulizer",N,2217,209,3641,5802,6508,5.298153042,1.286293792,0.941425937,1.07399201
State,06,California,Durable Medical Equipment,D1E,Other DME,A7016,"Dome and mouthpiece, used with small volume ultrasonic nebulizer",N,41,7,79,116,116,22.62689655,8.413362069,6.554655172,6.45
State,06,California,Durable Medical Equipment,D1E,Other DME,A7020,"Interface for cough stimulating device, includes all components, replacement only",N,25,13,38,75,75,86.4812,16.85,13.30026667,13.03386667
State,06,California,Durable Medical Equipment,D1E,Other DME,A7027,"Combination oral/nasal mask, used with continuous positive airway pressure device, each",N,93,47,95,186,186,428.9264516,133.0969355,101.2863979,108.9359677
State,06,California,Durable Medical Equipment,D1E,Other DME,A7028,"Oral cushion for combination oral/nasal mask, replacement only, each",N,73,32,70,125,569,120.2297012,36.53648506,28.71297012,30.42347979
State,06,California,Durable Medical Equipment,D1E,Other DME,A7029,"Nasal pillows for combination oral/nasal mask, replacement only, pair",N,77,38,76,157,845,50.57737278,16.73204734,13.29452071,13.58165681
State,06,California,Durable Medical Equipment,D1E,Other DME,A7030,"Full face mask used with positive airway pressure device, each",N,7998,912,47204,107775,107825,335.9267318,100.8752628,75.35701322,84.15537464
State,06,California,Durable Medical Equipment,D1E,Other DME,A7031,"Face mask interface, replacement for full face mask, each",N,7632,868,44283,108466,288718,124.6297932,38.891685,29.38207556,31.97702727
State,06,California,Durable Medical Equipment,D1E,Other DME,A7032,"Cushion for use on nasal mask interface, replacement only, each",N,7720,728,43445,100546,547194,70.39706108,21.53558038,16.04837261,18.0241776
State,06,California,Durable Medical Equipment,D1E,Other DME,A7033,"Pillow for use on nasal cannula type interface, replacement only, pair",N,6664,640,33914,80778,443020,49.83778166,17.11355108,12.67745039,13.75344152
State,06,California,Durable Medical Equipment,D1E,Other DME,A7034,"Nasal interface (mask or cannula type) used with positive airway pressure device, with or without head strap",N,10559,979,80450,184713,184821,199.9140434,61.85115696,46.11413205,52.86836231
State,06,California,Durable Medical Equipment,D1E,Other DME,A7035,Headgear used with positive airway pressure device,N,12243,1171,118285,171082,171105,66.24700003,21.25483621,16.06031484,17.70094527
State,06,California,Durable Medical Equipment,D1E,Other DME,A7036,Chinstrap used with positive airway pressure device,N,3945,405,17286,21799,21801,33.234392,11.85792257,9.156067612,9.345307555
State,06,California,Durable Medical Equipment,D1E,Other DME,A7037,Tubing used with positive airway pressure device,N,8866,865,43618,89800,89864,68.81884214,15.66074858,11.75491521,14.28866687
State,06,California,Durable Medical Equipment,D1E,Other DME,A7038,"Filter, disposable, used with positive airway pressure device",N,12657,1227,119743,284304,1612678,8.668858942,2.459353919,1.846641704,2.151425685
State,06,California,Durable Medical Equipment,D1E,Other DME,A7039,"Filter, non disposable, used with positive airway pressure device",N,7177,650,42511,59360,59387,21.7349457,7.455435533,5.628685739,6.182330308
State,06,California,Durable Medical Equipment,D1E,Other DME,A7044,"Oral interface used with positive airway pressure device, each",N,12,6,12,20,20,252.0035,97.101,77.68,72.431
State,06,California,Durable Medical Equipment,D1E,Other DME,A7045,"Exhalation port with or without swivel used with accessories for positive airway devices, replacement only",N,57,11,298,383,383,63.45832898,14.98449086,11.45780679,10.23451697
State,06,California,Durable Medical Equipment,D1E,Other DME,A7046,"Water chamber for humidifier, used with positive airway pressure device, replacement, each",N,9611,981,70207,96110,96123,46.01404367,14.37830852,10.9159892,11.20920675
State,06,California,Durable Medical Equipment,D1E,Other DME,E0100,"Cane, includes canes of all materials, adjustable or fixed, with tip",N,2075,339,3823,3823,3823,30.12227832,23.13116662,16.58860842,17.36120586
State,06,California,Durable Medical Equipment,D1E,Other DME,E0100,"Cane, includes canes of all materials, adjustable or fixed, with tip",Y,8,6,,20,20,52.9305,5.596,3.8235,4.8135
State,06,California,Durable Medical Equipment,D1E,Other DME,E0105,"Cane, quad or three prong, includes canes of all materials, adjustable or fixed, with tips",N,1649,288,2436,2436,2436,65.93376437,53.4044376,38.68823071,40.88878079
State,06,California,Durable Medical Equipment,D1E,Other DME,E0105,"Cane, quad or three prong, includes canes of all materials, adjustable or fixed, with tips",Y,6,5,,17,20,28.365,11.0025,7.565,6.884
State,06,California,Durable Medical Equipment,D1E,Other DME,E0110,"Crutches, forearm, includes crutches of various materials, adjustable or fixed, pair, complete with tips and handgrips",N,71,48,75,75,75,120.0872,87.02053333,62.88786667,64.0124
State,06,California,Durable Medical Equipment,D1E,Other DME,E0114,"Crutches underarm, other than wood, adjustable or fixed, pair, with pads, tips and handgrips",N,2101,296,4269,4269,4269,74.70264699,53.79714219,41.30861794,41.36046615
State,06,California,Durable Medical Equipment,D1E,Other DME,E0130,"Walker, rigid (pickup), adjustable or fixed height",N,37,11,42,42,42,114.0052381,52.32619048,37.92333333,36.01619048
State,06,California,Durable Medical Equipment,D1E,Other DME,E0130,"Walker, rigid (pickup), adjustable or fixed height",Y,4,2,,11,12,58.36666667,7.0025,5.600833333,5.68
State,06,California,Durable Medical Equipment,D1E,Other DME,E0135,"Walker, folding (pickup), adjustable or fixed height",N,407,124,625,626,626,119.270032,49.38408946,38.07469649,41.26169329
State,06,California,Durable Medical Equipment,D1E,Other DME,E0135,"Walker, folding (pickup), adjustable or fixed height",Y,6,5,,28,28,54.53535714,4.905357143,2.324285714,4.628571429
State,06,California,Durable Medical Equipment,D1E,Other DME,E0140,"Walker, with trunk support, adjustable or fixed height, any type",Y,10,6,11,48,59,62.4120339,22.85677966,18.0059322,18.86644068
State,06,California,Durable Medical Equipment,D1E,Other DME,E0141,"Walker, rigid, wheeled, adjustable or fixed height",N,176,13,259,260,260,95.63603846,70.53126923,53.01534615,46.52211539
State,06,California,Durable Medical Equipment,D1E,Other DME,E0141,"Walker, rigid, wheeled, adjustable or fixed height",Y,2,2,,11,11,13.5,10.17818182,8.142727273,7.079090909
State,06,California,Durable Medical Equipment,D1E,Other DME,E0143,"Walker, folding, wheeled, adjustable or fixed height",N,15114,889,52420,52432,52432,124.3142352,54.09420507,41.42262893,48.53282595
State,06,California,Durable Medical Equipment,D1E,Other DME,E0143,"Walker, folding, wheeled, adjustable or fixed height",Y,241,64,299,1183,1358,48.85301915,6.307790869,4.508240059,6.219830633
State,06,California,Durable Medical Equipment,D1E,Other DME,E0147,"Walker, heavy duty, multiple braking system, variable wheel resistance",N,139,22,173,173,173,619.1042197,422.0252601,334.5143931,348.0052023
State,06,California,Durable Medical Equipment,D1E,Other DME,E0147,"Walker, heavy duty, multiple braking system, variable wheel resistance",Y,3,1,,22,22,758.05,45.41545455,36.15454546,34.92818182
State,06,California,Durable Medical Equipment,D1E,Other DME,E0148,"Walker, heavy duty, without wheels, rigid or folding, any type, each",N,63,31,66,66,66,193.7790909,84.77606061,67.68409091,73.12030303
State,06,California,Durable Medical Equipment,D1E,Other DME,E0148,"Walker, heavy duty, without wheels, rigid or folding, any type, each",Y,17,12,17,92,92,51.29956522,8.706956522,6.423478261,6.83923913
State,06,California,Durable Medical Equipment,D1E,Other DME,E0149,"Walker, heavy duty, wheeled, rigid or folding, any type",Y,791,162,862,4838,4942,32.15798867,11.05791987,7.995683934,8.485532173
State,06,California,Durable Medical Equipment,D1E,Other DME,E0154,"Platform attachment, walker, each",N,394,100,464,468,619,87.69397415,47.85529887,36.97145396,40.49437803
State,06,California,Durable Medical Equipment,D1E,Other DME,E0154,"Platform attachment, walker, each",Y,12,11,12,66,70,33.11071429,5.328714286,3.589142857,3.814571429
State,06,California,Durable Medical Equipment,D1E,Other DME,E0155,"Wheel attachment, rigid pick-up walker, per pair",N,164,27,188,189,189,31.25624339,20.52121693,15.61899471,15.57455027
State,06,California,Durable Medical Equipment,D1E,Other DME,E0156,"Seat attachment, walker",N,8193,536,17362,17364,17364,35.80803962,18.61601474,13.74192352,12.91728461
State,06,California,Durable Medical Equipment,D1E,Other DME,E0156,"Seat attachment, walker",Y,60,32,68,186,207,24.1510628,1.862608696,1.432222222,1.483043478
State,06,California,Durable Medical Equipment,D1E,Other DME,E0158,"Leg extensions for walker, per set of four (4)",N,44,14,46,47,47,35.29829787,21.39297872,16.40914894,17.7587234
State,06,California,Durable Medical Equipment,D1E,Other DME,E0159,"Brake attachment for wheeled walker, replacement, each",N,171,24,201,201,365,18.9580548,13.37808219,10.26191781,10.21126027
State,06,California,Durable Medical Equipment,D1E,Other DME,E0163,"Commode chair, mobile or stationary, with fixed arms",N,6179,456,14817,14824,14824,129.8931355,57.59368861,44.29225783,53.95876552
State,06,California,Durable Medical Equipment,D1E,Other DME,E0163,"Commode chair, mobile or stationary, with fixed arms",Y,199,42,249,1044,1185,42.50651477,6.358008439,4.706734177,7.825535865
State,06,California,Durable Medical Equipment,D1E,Other DME,E0165,"Commode chair, mobile or stationary, with detachable arms",Y,666,108,1173,6323,6465,37.22652436,10.50135035,7.752284609,8.510658933
State,06,California,Durable Medical Equipment,D1E,Other DME,E0168,"Commode chair, extra wide and/or heavy duty, stationary or mobile, with or without arms, any type, each",N,278,85,318,319,319,252.0076176,119.6102508,91.60868339,98.59736677
State,06,California,Durable Medical Equipment,D1E,Other DME,E0168,"Commode chair, extra wide and/or heavy duty, stationary or mobile, with or without arms, any type, each",Y,109,17,119,619,625,43.239008,11.50944,8.361184,9.325184
State,06,California,Durable Medical Equipment,D1E,Other DME,E0181,"Powered pressure reducing mattress overlay/pad, alternating, with pump, includes heavy duty",Y,1445,166,1846,8159,8238,45.73948895,14.69823258,10.83263049,11.82290726
State,06,California,Durable Medical Equipment,D1E,Other DME,E0182,"Pump for alternating pressure pad, for replacement only",Y,2,2,,14,14,29.60571429,18.12785714,11.08928571,10.53357143
State,06,California,Durable Medical Equipment,D1E,Other DME,E0184,Dry pressure mattress,N,464,32,716,716,716,189.5872905,157.1618855,122.9550978,133.3356983
State,06,California,Durable Medical Equipment,D1E,Other DME,E0184,Dry pressure mattress,Y,24,12,24,93,94,33.54542553,17.63702128,13.96851064,14.25074468
State,06,California,Durable Medical Equipment,D1E,Other DME,E0185,"Gel or gel-like pressure pad for mattress, standard mattress length and width",N,1868,120,2976,2977,2977,354.8255862,173.0819416,134.9018441,163.5624152
State,06,California,Durable Medical Equipment,D1E,Other DME,E0185,"Gel or gel-like pressure pad for mattress, standard mattress length and width",Y,98,43,103,402,407,62.67157248,19.50518428,14.38874693,18.46125307
State,06,California,Durable Medical Equipment,D1E,Other DME,E0186,Air pressure mattress,Y,3,3,,21,21,599.5290476,17.25571429,13.80428571,13.05095238
State,06,California,Durable Medical Equipment,D1E,Other DME,E0188,Synthetic sheepskin pad,N,7,5,33,33,33,40.99212121,25.39515152,19.62090909,19.51636364
State,06,California,Durable Medical Equipment,D1E,Other DME,E0189,"Lambswool sheepskin pad, any size",N,15,5,217,218,218,187.0034862,48.97747706,39.10912844,40.44880734
State,06,California,Durable Medical Equipment,D1E,Other DME,E0194,Air fluidized bed,Y,2,1,,12,12,4200,2826.496667,2234.13,2448.465
State,06,California,Durable Medical Equipment,D1E,Other DME,E0196,Gel pressure mattress,Y,3,3,,26,30,71.42466667,26.30966667,19.66233333,19.44466667
State,06,California,Durable Medical Equipment,D1E,Other DME,E0197,"Air pressure pad for mattress, standard mattress length and width",Y,25,6,25,115,115,28.66269565,14.89052174,11.2986087,14.02721739
State,06,California,Durable Medical Equipment,D1E,Other DME,E0210,"Electric heat pad, standard",N,294,52,733,733,733,47.10783083,37.78343793,26.29115962,25.95459754
State,06,California,Durable Medical Equipment,D1E,Other DME,E0235,"Paraffin bath unit, portable (see medical supply code a4265 for paraffin)",Y,76,12,170,910,1184,24.9195777,16.22288851,11.71826858,11.48946791
State,06,California,Durable Medical Equipment,D1E,Other DME,E0277,Powered pressure-reducing air mattress,Y,526,110,723,3565,3604,634.7459212,150.3617037,116.1356354,204.5280272
State,06,California,Durable Medical Equipment,D1E,Other DME,E0325,"Urinal; male, jug-type, any material",N,50,14,52,99,99,21.10353535,8.69020202,5.832727273,6.406767677
State,06,California,Durable Medical Equipment,D1E,Other DME,E0372,"Powered air overlay for mattress, standard mattress length and width",Y,3,3,,16,16,361.73,247.699375,189.190625,167.145
State,06,California,Durable Medical Equipment,D1E,Other DME,E0373,Nonpowered advanced pressure reducing mattress,Y,45,1,46,238,238,639.18,279.7810504,221.1471429,190.1902101
State,06,California,Durable Medical Equipment,D1E,Other DME,E0465,"Home ventilator, any type, used with invasive interface, (e.g., tracheostomy tube)",Y,510,85,600,5836,8179,1840.4079,948.1105245,750.4370498,861.5211285
State,06,California,Durable Medical Equipment,D1E,Other DME,E0466,"Home ventilator, any type, used with non-invasive interface, (e.g., mask, chest shell)",Y,3009,348,7281,57025,58276,3167.75111,949.8202953,750.4158271,860.9990699
State,06,California,Durable Medical Equipment,D1E,Other DME,E0467,"Home ventilator, multi-function respiratory device, also performs any or all of the additional functions of oxygen concentration, drug nebulization, aspiration, and cough stimulation, includes all accessories, components and supplies for all functions",Y,6,6,,37,42,1719.513571,1129.246429,899.5304762,1000.710714
State,06,California,Durable Medical Equipment,D1E,Other DME,E0470,"Respiratory assist device, bi-level pressure capability, without backup rate feature, used with noninvasive interface, e.g., nasal or facial mask (intermittent assist device with continuous positive airway pressure device)",N,9,7,,17,17,782.6835294,142.4711765,80.31,78.70235294
State,06,California,Durable Medical Equipment,D1E,Other DME,E0470,"Respiratory assist device, bi-level pressure capability, without backup rate feature, used with noninvasive interface, e.g., nasal or facial mask (intermittent assist device with continuous positive airway pressure device)",Y,1745,292,6222,35042,35294,430.0745404,101.6682926,76.50694906,86.03011702
State,06,California,Durable Medical Equipment,D1E,Other DME,E0471,"Respiratory assist device, bi-level pressure capability, with back-up rate feature, used with noninvasive interface, e.g., nasal or facial mask (intermittent assist device with continuous positive airway pressure device)",Y,760,217,2719,15343,15559,989.9490507,264.1486561,204.4663937,218.9934732
State,06,California,Durable Medical Equipment,D1E,Other DME,E0482,"Cough stimulating device, alternating positive and negative airway pressure",Y,123,63,398,1833,2057,826.3559844,394.2201556,311.9501361,321.1761254
State,06,California,Durable Medical Equipment,D1E,Other DME,E0483,"High frequency chest wall oscillation system, includes all accessories and supplies, each",Y,698,56,1688,9499,9530,1658.070985,1020.633461,809.8008153,793.7391522
State,06,California,Durable Medical Equipment,D1E,Other DME,E0484,"Oscillatory positive expiratory pressure device, non-electric, any type, each",N,39,29,71,72,72,127.3188889,43,32.48888889,31.84680556
State,06,California,Durable Medical Equipment,D1E,Other DME,E0486,"Oral device/appliance used to reduce upper airway collapsibility, adjustable or non-adjustable, custom fabricated, includes fitting and adjustment",N,439,180,1105,1105,1105,5033.881195,1411.92524,1120.684109,1099.146109
State,06,California,Durable Medical Equipment,D1E,Other DME,E0500,"Ippb machine, all types, with built-in nebulization; manual or automatic valves; internal or external power source",Y,2,2,,23,23,202.2747826,127.77,97.77565217,95.82434783
State,06,California,Durable Medical Equipment,D1E,Other DME,E0561,"Humidifier, non-heated, used with positive airway pressure device",Y,4,3,,11,11,18.10727273,8.957272727,7.166363636,6.552727273
State,06,California,Durable Medical Equipment,D1E,Other DME,E0562,"Humidifier, heated, used with positive airway pressure device",N,3961,375,20324,20390,20390,486.0467626,151.3570706,117.1208038,135.0858754
State,06,California,Durable Medical Equipment,D1E,Other DME,E0562,"Humidifier, heated, used with positive airway pressure device",Y,2011,260,7603,37964,38468,55.07115577,16.61931943,12.37783768,12.96798404
State,06,California,Durable Medical Equipment,D1E,Other DME,E0565,"Compressor, air power source for equipment which is not self-contained or cylinder driven",Y,312,77,374,1845,1874,149.0462967,36.97006937,28.54683031,30.23635005
State,06,California,Durable Medical Equipment,D1E,Other DME,E0570,"Nebulizer, with compressor",N,75,45,76,141,141,160.0523404,8.895957447,5.927304965,5.810851064
State,06,California,Durable Medical Equipment,D1E,Other DME,E0570,"Nebulizer, with compressor",Y,7875,694,22420,122539,124467,70.81973383,5.297358336,3.733093832,5.361688399
State,06,California,Durable Medical Equipment,D1E,Other DME,E0574,Ultrasonic/electronic aerosol generator with small volume nebulizer,Y,42,6,83,384,384,89.83041667,37.56835938,29.45140625,30.12356771
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
